State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
West Bengal,24 Paraganas North,1997,Whole Year ,Sugarcane,183,12060
West Bengal,24 Paraganas North,1997,Whole Year ,Turmeric,820,1701
West Bengal,24 Paraganas North,1997,Winter     ,Rice,193202,381990
West Bengal,24 Paraganas North,1998,Kharif     ,Arhar/Tur,61,50
West Bengal,24 Paraganas North,1998,Kharif     ,Dry ginger,287,409
West Bengal,24 Paraganas North,1998,Kharif     ,Moong(Green Gram),14,6
West Bengal,24 Paraganas North,1998,Kharif     ,Sunflower,12,8
West Bengal,24 Paraganas North,1998,Rabi       ,Linseed,149,30
West Bengal,24 Paraganas North,1998,Rabi       ,Peas & beans (Pulses),1081,790
West Bengal,24 Paraganas North,1998,Rabi       ,Rapeseed &Mustard,33603,24310
West Bengal,24 Paraganas North,1999,Autumn     ,Dry chillies,1054,1067
West Bengal,24 Paraganas North,1999,Autumn     ,Sesamum,10,3
West Bengal,24 Paraganas North,1999,Kharif     ,Groundnut,17,37
West Bengal,24 Paraganas North,1999,Rabi       ,Dry chillies,2722,4181
West Bengal,24 Paraganas North,1999,Summer     ,Groundnut,2441,3910
West Bengal,24 Paraganas North,1999,Summer     ,Sesamum,3766,3280
West Bengal,24 Paraganas North,1999,Winter     ,Potato,7554,159827
West Bengal,24 Paraganas North,2000,Rabi       ,Groundnut,980,750
West Bengal,24 Paraganas North,2001,Kharif     ,Cotton(lint),250,620
West Bengal,24 Paraganas North,2003,Rabi       ,Safflower,1022,907
West Bengal,24 Paraganas North,2004,Rabi       ,Arhar/Tur,4,4
West Bengal,24 Paraganas North,2005,Kharif     ,Maize,3,6
West Bengal,24 Paraganas North,2007,Kharif     ,Garlic,126,954
West Bengal,24 Paraganas North,2007,Summer     ,Maize,58,195
West Bengal,24 Paraganas North,2008,Rabi       ,Maize,32,91
West Bengal,24 Paraganas North,2009,Rabi       ,Potato,7593,254965
West Bengal,24 Paraganas North,2010,Autumn     ,Maize,9,23
West Bengal,24 Paraganas South,1997,Whole Year ,Sunflower,278,1
West Bengal,24 Paraganas South,2005,Rabi       ,Barley,14,13
West Bengal,Bankura,1997,Kharif     ,Bajra,162,73
West Bengal,Bankura,1997,Kharif     ,Horse-gram,190,45
West Bengal,Bankura,1997,Kharif     ,Other Kharif pulses,103,56
West Bengal,Bankura,1997,Kharif     ,Soyabean,338,168
West Bengal,Bankura,1997,Whole Year ,Jowar,155,74
West Bengal,Bankura,1997,Whole Year ,Niger seed,65,20
West Bengal,Bankura,1997,Whole Year ,Safflower,200,100
West Bengal,Bankura,1997,Whole Year ,Sannhamp,449,1998
West Bengal,Bankura,1997,Whole Year ,Small millets,265,104
West Bengal,Bankura,1998,Kharif     ,Jowar,116,58
West Bengal,Bankura,1998,Kharif     ,Niger seed,47,12
West Bengal,Bankura,1998,Kharif     ,Small millets,290,189
West Bengal,Bankura,1998,Rabi       ,Horse-gram,218,55
West Bengal,Bankura,1999,Autumn     ,Sannhamp,383,2807
West Bengal,Bankura,1999,Whole Year ,Tobacco,36,8
West Bengal,Bankura,1999,Winter     ,Sesamum,1336,816
West Bengal,Bankura,2003,Kharif     ,Ragi,19,9
West Bengal,Bankura,2007,Kharif     ,Sannhamp,197,999
West Bengal,Bankura,2009,Autumn     ,Groundnut,147,127
West Bengal,Bankura,2012,Autumn     ,Small millets,187,177
West Bengal,Bardhaman,1997,Whole Year ,Barley,516,510
West Bengal,Bardhaman,1999,Rabi       ,Sannhamp,10,46
West Bengal,Bardhaman,2013,Rabi       ,Other  Rabi pulses,51,28
West Bengal,Coochbehar,1997,Autumn     ,Ragi,5,2
West Bengal,Coochbehar,1998,Rabi       ,Small millets,250,400
West Bengal,Coochbehar,2013,Rabi       ,Ragi,76,24
West Bengal,Darjeeling,1997,Whole Year ,Cardamom,2674,7
West Bengal,Darjeeling,1999,Summer     ,Potato,2478,33214
West Bengal,Jalpaiguri,2002,Kharif     ,Khesari,584,507
West Bengal,Medinipur West,1997,Whole Year ,Castor seed,660,46
West Bengal,Medinipur West,1998,Rabi       ,Castor seed,54,38
West Bengal,Medinipur West,1999,Kharif     ,Castor seed,35,24
West Bengal,Purulia,2010,Autumn     ,Jowar,25,10
West Bengal,Purulia,2013,Rabi       ,Moth,15,13
West Bengal,Purulia,2014,Kharif     ,Moth,16,14
